City,Date,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions
(not set),20200101,15,12,15,46.67%,2.93,0:02:31,1
Los Angeles,20200101,9,7,11,54.55%,3.82,0:03:03,3
Heber City,20200101,6,5,7,57.14%,2,0:00:23,0
Salt Lake City,20200101,5,5,6,33.33%,3.33,0:01:24,0
Austin,20200101,3,3,3,66.67%,1.33,0:00:52,0
Atlanta,20200101,2,2,2,50.00%,1.5,0:00:06,0
South Jordan,20200101,2,2,4,25.00%,6.5,0:01:53,0
Bluffdale,20200101,2,2,2,50.00%,1.5,0:00:04,0
Snyderville,20200101,2,1,3,0.00%,2.67,0:00:59,0
Canton,20200101,1,0,1,100.00%,1,0:00:00,0
Smyrna,20200101,1,1,1,0.00%,3,0:00:34,0
Woodstock,20200101,1,0,2,0.00%,5.5,0:01:16,0
Boise,20200101,1,1,2,50.00%,2,0:03:56,0
Niles,20200101,1,0,2,0.00%,4,0:00:48,0
Summit,20200101,1,1,1,0.00%,2,0:00:18,0
Las Vegas,20200101,1,1,1,0.00%,3,0:01:20,0
Doylestown,20200101,1,1,1,100.00%,1,0:00:00,0
Dallas,20200101,1,1,1,0.00%,2,0:00:08,0
San Antonio,20200101,1,0,1,100.00%,1,0:00:00,0
Sugar Land,20200101,1,0,1,100.00%,1,0:00:00,0
Bountiful,20200101,1,1,1,100.00%,1,0:00:00,0
Park City,20200101,1,1,1,0.00%,3,0:02:38,0
Provo,20200101,1,1,1,0.00%,6,0:00:24,0
Roosevelt,20200101,1,0,1,0.00%,8,0:10:36,1
Sandy,20200101,1,1,1,100.00%,1,0:00:00,0
Port Washington,20200101,1,1,1,100.00%,1,0:00:00,0
Bee Cave,20200101,1,1,1,0.00%,3,0:02:43,0
West Valley City,20200101,1,0,1,100.00%,1,0:00:00,0
Salt Lake City,20200102,11,9,12,41.67%,3.17,0:01:03,1
(not set),20200102,9,8,9,55.56%,2.11,0:00:18,0
Heber City,20200102,5,5,6,0.00%,2.83,0:04:11,0
Fort Worth,20200102,4,2,4,25.00%,4.25,0:11:09,2
Los Angeles,20200102,3,2,3,66.67%,2,0:00:51,0
Wilmington,20200102,2,2,4,25.00%,5.25,0:02:38,1
Frisco,20200102,2,2,2,50.00%,2,0:00:10,0
Midway,20200102,2,1,2,0.00%,2,0:00:35,0
Park City,20200102,2,2,2,50.00%,1.5,0:03:56,0
Holladay,20200102,2,2,2,50.00%,2,0:00:09,0
Picnic Point-North Lynnwood,20200102,2,1,2,0.00%,7,0:15:37,0
Dubai,20200102,1,1,1,0.00%,8,0:02:40,0
Kuala Lumpur,20200102,1,1,1,100.00%,1,0:00:00,0
Sonoma,20200102,1,1,1,0.00%,22,0:22:49,0
Canton,20200102,1,1,1,0.00%,8,0:08:49,1
Davenport,20200102,1,1,1,0.00%,3,0:06:42,0
Brookfield,20200102,1,1,1,0.00%,8,0:32:22,0
Chicago,20200102,1,1,2,50.00%,8.5,0:02:01,0
Vincennes,20200102,1,1,1,0.00%,5,0:00:30,0
Wellesley,20200102,1,1,1,0.00%,2,0:01:00,0
Ellicott City,20200102,1,1,1,0.00%,2,0:00:08,0
Rush City,20200102,1,1,1,100.00%,1,0:00:00,0
New York,20200102,1,1,1,0.00%,31,0:06:23,0
Troy,20200102,1,1,1,0.00%,3,0:01:05,0
Murrysville,20200102,1,1,1,0.00%,4,0:17:44,0
Dayton,20200102,1,1,1,0.00%,2,0:00:10,0
Houston,20200102,1,1,1,0.00%,15,0:03:13,0
Ivins,20200102,1,0,1,100.00%,1,0:00:00,0
Kamas,20200102,1,1,1,0.00%,4,0:01:42,0
Provo,20200102,1,1,1,100.00%,1,0:00:00,0
Salt Lake City,20200103,5,3,5,20.00%,3,0:02:01,0
(not set),20200103,4,4,5,0.00%,4.2,0:04:08,0
Heber City,20200103,4,4,4,0.00%,2.5,0:02:38,0
Charlotte,20200103,3,3,6,33.33%,2.5,0:00:16,0
Los Angeles,20200103,2,2,2,0.00%,4,0:00:37,0
Mineola,20200103,2,2,2,0.00%,9,0:03:59,1
New York,20200103,2,2,2,50.00%,2,0:01:19,0
Dallas,20200103,2,2,2,0.00%,3.5,0:01:05,0
Seattle,20200103,2,1,4,25.00%,2.5,0:02:09,0
Greenwich,20200103,1,0,1,0.00%,7,0:00:46,0
Destin,20200103,1,0,1,0.00%,8,0:26:40,0
Boise,20200103,1,0,1,100.00%,1,0:00:00,0
Brookfield,20200103,1,1,1,100.00%,1,0:00:00,0
Augusta,20200103,1,1,1,0.00%,2,0:00:19,0
Hazelwood,20200103,1,1,1,0.00%,33,0:03:15,0
Albany,20200103,1,1,2,50.00%,5.5,0:02:33,0
Saratoga Springs,20200103,1,1,1,0.00%,2,0:01:51,0
Boardman,20200103,1,1,1,100.00%,1,0:00:00,0
Dayton,20200103,1,0,1,0.00%,2,0:00:02,0
Friendswood,20200103,1,1,2,0.00%,6,0:01:27,0
Houston,20200103,1,1,1,0.00%,15,0:01:27,0
Round Rock,20200103,1,1,1,0.00%,40,0:35:56,1
Ivins,20200103,1,0,1,100.00%,1,0:00:00,0
South Jordan,20200103,1,1,1,0.00%,2,0:00:27,0
Tooele,20200103,1,1,1,0.00%,2,0:00:18,0
Kearns,20200103,1,1,1,0.00%,2,0:00:01,0
Picnic Point-North Lynnwood,20200103,1,0,1,100.00%,1,0:00:00,0
Washington Township,20200103,1,1,1,0.00%,2,0:22:29,0
Chicago,20200104,20,20,20,100.00%,1,0:00:00,0
Salt Lake City,20200104,8,8,8,50.00%,2.88,0:02:28,0
Heber City,20200104,3,3,4,0.00%,3.5,0:02:29,0
Scottsdale,20200104,2,2,2,0.00%,13.5,0:20:39,2
San Diego,20200104,2,2,3,100.00%,1,0:00:00,0
Dallas,20200104,2,1,2,50.00%,2.5,0:00:48,0
Aquia Harbour,20200104,2,2,4,0.00%,9.25,0:09:21,0
(not set),20200104,1,1,1,0.00%,2,0:00:23,0
Toronto,20200104,1,1,1,0.00%,6,0:29:49,0
Irvine,20200104,1,1,3,33.33%,3.33,0:00:54,0
Los Angeles,20200104,1,1,1,0.00%,2,0:00:05,0
Rancho Santa Margarita,20200104,1,1,1,0.00%,2,0:00:07,0
Austin,20200104,1,0,1,0.00%,2,0:00:04,0
Houston,20200104,1,1,1,100.00%,1,0:00:00,0
Ivins,20200104,1,1,1,0.00%,3,0:01:10,0
Layton,20200104,1,1,1,0.00%,2,0:00:03,0
Midvale,20200104,1,1,1,0.00%,2,0:00:04,0
Park City,20200104,1,1,1,0.00%,2,0:00:07,0
Pleasant Grove,20200104,1,1,1,0.00%,3,0:01:05,0
Provo,20200104,1,1,1,0.00%,6,0:04:25,0
Sandy,20200104,1,1,1,100.00%,1,0:00:00,0
Spanish Fork,20200104,1,1,1,0.00%,2,0:00:02,0
East Millcreek,20200104,1,1,1,0.00%,5,0:01:28,0
Washington Township,20200104,1,0,3,0.00%,9.67,0:17:51,0
West Valley City,20200104,1,1,1,0.00%,2,0:00:08,0
Salt Lake City,20200105,5,4,6,33.33%,2.33,0:01:53,0
Los Angeles,20200105,4,3,7,57.14%,1.43,0:03:50,0
New York,20200105,3,3,3,33.33%,9,0:04:23,0
Lehi,20200105,3,3,3,33.33%,3,0:00:48,0
(not set),20200105,2,1,2,50.00%,7.5,0:03:26,0
Columbus,20200105,2,2,2,50.00%,2,0:00:04,0
Austin,20200105,2,1,2,0.00%,2,0:00:12,0
Heber City,20200105,2,2,2,100.00%,1,0:00:00,0
Midway,20200105,2,1,2,100.00%,1,0:00:00,0
Sydney,20200105,1,1,1,0.00%,3,0:01:53,0
Kuala Lumpur,20200105,1,1,1,100.00%,1,0:00:00,0
Fountain Hills,20200105,1,1,2,0.00%,10.5,0:04:14,0
Garden Grove,20200105,1,1,2,50.00%,6.5,0:02:37,0
Irvine,20200105,1,1,1,100.00%,1,0:00:00,0
Mariposa,20200105,1,1,1,0.00%,6,0:30:28,0
San Jose,20200105,1,1,1,0.00%,5,0:01:20,0
Torrance,20200105,1,1,1,100.00%,1,0:00:00,0
Parker,20200105,1,1,1,0.00%,3,0:00:52,0
Atlanta,20200105,1,1,1,0.00%,2,0:00:05,0
Hazard,20200105,1,1,1,0.00%,8,0:01:10,0
Baltimore,20200105,1,1,1,0.00%,15,0:06:31,0
Bethesda,20200105,1,1,1,0.00%,6,0:03:09,0
Wixom,20200105,1,1,1,0.00%,6,0:07:47,0
Charlotte,20200105,1,1,1,0.00%,7,0:03:08,0
Las Vegas,20200105,1,1,1,0.00%,7,0:00:34,0
Mineola,20200105,1,1,1,0.00%,2,0:00:43,0
Nashville,20200105,1,1,2,0.00%,8,0:07:18,1
Dallas,20200105,1,1,1,0.00%,3,0:00:37,0
Cedar City,20200105,1,1,1,0.00%,1,0:00:16,0
Duchesne,20200105,1,1,1,0.00%,2,0:00:16,0
Manassas,20200105,1,1,1,100.00%,1,0:00:00,0
Brighton,20200105,1,1,1,0.00%,2,0:00:09,0
San Tan Valley,20200105,1,1,1,0.00%,8,0:02:42,0
Taylorsville,20200105,1,1,1,0.00%,3,0:01:45,0
Tega Cay,20200105,1,0,1,100.00%,1,0:00:00,0
Temple Terrace,20200105,1,0,1,0.00%,2,0:00:03,0
West Valley City,20200105,1,1,1,0.00%,2,0:00:19,0
Lujan,20200106,16,16,16,100.00%,1,0:00:00,0
Los Angeles,20200106,5,5,5,40.00%,1.8,0:00:16,0
(not set),20200106,4,4,5,60.00%,3,0:02:23,1
Midway,20200106,4,3,5,20.00%,2.4,0:00:18,0
Nashville,20200106,3,3,3,0.00%,8.67,0:06:57,2
Heber City,20200106,3,3,3,66.67%,1.33,0:00:17,0
Park City,20200106,3,3,3,0.00%,2,0:01:39,0
Scottsdale,20200106,2,1,2,50.00%,1.5,0:00:08,0
Chicago,20200106,2,1,2,100.00%,1,0:00:00,0
Toronto,20200106,1,1,1,0.00%,4,0:00:33,0
Monterrey,20200106,1,1,1,0.00%,3,0:00:26,0
San Diego,20200106,1,0,1,100.00%,1,0:00:00,0
Glenwood Springs,20200106,1,1,1,0.00%,2,0:00:28,0
Jacksonville Beach,20200106,1,1,1,0.00%,2,0:00:05,0
Land O' Lakes,20200106,1,0,1,0.00%,2,0:10:04,0
Tallahassee,20200106,1,1,1,0.00%,6,0:23:47,0
Lenexa,20200106,1,0,1,100.00%,1,0:00:00,0
Baton Rouge,20200106,1,1,1,100.00%,1,0:00:00,0
Parkville,20200106,1,1,2,0.00%,6.5,0:05:20,1
Augusta,20200106,1,0,1,100.00%,1,0:00:00,0
Bernardsville,20200106,1,1,1,0.00%,3,0:01:40,0
Doylestown,20200106,1,1,1,0.00%,4,0:01:03,0
Houston,20200106,1,1,1,0.00%,4,0:01:02,0
Salt Lake City,20200106,1,1,1,0.00%,6,0:12:55,0
Sandy,20200106,1,1,1,100.00%,1,0:00:00,0
Springville,20200106,1,1,1,0.00%,3,0:00:29,0
St. George,20200106,1,1,1,0.00%,11,0:02:00,0
Bay Lake,20200106,1,1,1,0.00%,2,0:00:06,0
Bee Cave,20200106,1,0,2,0.00%,2,0:00:05,0
Bluffdale,20200106,1,0,1,100.00%,1,0:00:00,0
Herriman,20200106,1,0,2,0.00%,9,0:02:41,1
St. Louis Park,20200106,1,1,1,0.00%,3,0:00:30,0
Woodbourne,20200106,1,1,2,0.00%,7,0:04:29,0
Heber City,20200107,7,7,9,0.00%,6.22,0:05:18,0
Salt Lake City,20200107,5,3,7,14.29%,4.14,0:01:20,0
Chicago,20200107,4,4,4,100.00%,1,0:00:00,0
Zhengzhou,20200107,2,2,2,100.00%,1,0:00:00,0
Boise,20200107,2,2,2,50.00%,3.5,0:01:12,0
Colonie,20200107,2,2,3,33.33%,8,0:10:43,1
Sydney,20200107,1,1,1,0.00%,2,0:05:23,0
Cinisello Balsamo,20200107,1,1,1,100.00%,1,0:00:00,0
Los Angeles,20200107,1,1,1,0.00%,3,0:29:44,0
Pleasanton,20200107,1,1,1,100.00%,1,0:00:00,0
San Diego,20200107,1,1,1,0.00%,2,0:09:14,0
Torrance,20200107,1,1,1,100.00%,1,0:00:00,0
Idaho Springs,20200107,1,1,1,100.00%,1,0:00:00,0
West Haven,20200107,1,1,1,100.00%,1,0:00:00,0
Washington,20200107,1,1,1,0.00%,2,0:00:12,0
Tampa,20200107,1,1,1,0.00%,8,0:02:13,0
Joliet,20200107,1,1,1,0.00%,7,0:02:13,0
Round Lake,20200107,1,1,1,0.00%,27,0:11:51,1
Fort Thomas,20200107,1,1,1,0.00%,2,0:00:13,0
Hanover,20200107,1,1,1,0.00%,2,0:03:18,0
St. Louis,20200107,1,1,1,0.00%,2,0:00:08,0
Clemmons,20200107,1,1,1,0.00%,13,0:14:47,1
Omaha,20200107,1,1,1,0.00%,4,0:00:53,0
Sioux Falls,20200107,1,1,1,0.00%,5,0:00:31,0
Draper,20200107,1,1,1,0.00%,2,0:00:26,0
Midway,20200107,1,0,1,100.00%,1,0:00:00,0
Aquia Harbour,20200107,1,0,1,0.00%,4,0:00:20,0
Bee Cave,20200107,1,0,1,0.00%,4,0:07:01,0
Brighton,20200107,1,0,1,100.00%,1,0:00:00,0
Fontainebleau,20200107,1,1,1,0.00%,2,0:01:49,0
Woodbourne,20200107,1,0,2,50.00%,10,0:02:22,0
(not set),20200108,5,4,6,16.67%,2.83,0:02:28,1
Salt Lake City,20200108,5,4,5,40.00%,1.8,0:00:06,0
Heber City,20200108,4,1,4,50.00%,4.25,0:02:56,1
Gilbert,20200108,3,3,6,0.00%,5,0:02:29,0
New York,20200108,3,3,3,66.67%,6.67,0:00:11,0
Sandy,20200108,2,2,2,0.00%,3.5,0:00:15,0
Afton,20200108,2,2,2,0.00%,7.5,0:03:43,0
Vancouver,20200108,1,1,1,0.00%,2,0:00:12,0
Putian,20200108,1,1,1,100.00%,1,0:00:00,0
Paris,20200108,1,1,1,0.00%,4,0:00:21,0
Scottsdale,20200108,1,1,1,100.00%,1,0:00:00,0
Cerritos,20200108,1,1,1,0.00%,3,0:03:25,0
Los Angeles,20200108,1,1,1,0.00%,6,0:13:19,0
Ontario,20200108,1,1,2,50.00%,4.5,0:00:34,0
Pasadena,20200108,1,1,1,0.00%,14,0:12:51,1
San Jose,20200108,1,1,1,0.00%,2,0:02:47,0
Denver,20200108,1,1,1,0.00%,14,0:16:28,1
Fort Collins,20200108,1,1,1,0.00%,6,0:00:41,0
Loveland,20200108,1,0,1,100.00%,1,0:00:00,0
Washington,20200108,1,1,1,0.00%,2,0:00:09,0
Hollywood,20200108,1,1,1,0.00%,4,0:00:45,0
Lake Mary,20200108,1,1,1,100.00%,1,0:00:00,0
Augusta,20200108,1,1,1,0.00%,9,0:20:11,1
Decatur,20200108,1,1,1,0.00%,4,0:01:51,0
Chicago,20200108,1,1,1,0.00%,3,0:00:13,0
Grand Rapids,20200108,1,1,1,0.00%,2,0:00:17,0
Missoula,20200108,1,1,2,0.00%,3,0:01:14,0
Omaha,20200108,1,1,1,0.00%,3,0:00:16,0
Las Vegas,20200108,1,1,1,0.00%,2,0:00:24,0
Charleston,20200108,1,1,1,0.00%,3,0:01:44,0
Gatesville,20200108,1,1,1,100.00%,1,0:00:00,0
Sugar Land,20200108,1,1,1,0.00%,17,0:46:51,1
Alpine,20200108,1,1,1,0.00%,2,0:00:17,0
Midway,20200108,1,1,1,0.00%,2,0:00:33,0
Ogden,20200108,1,1,1,0.00%,2,0:00:03,0
Bluffdale,20200108,1,1,1,0.00%,2,0:00:05,0
East Millcreek,20200108,1,1,1,0.00%,3,0:10:10,0
Gunnison,20200108,1,1,1,0.00%,2,0:00:07,0
Tropic,20200108,1,1,1,0.00%,4,0:17:09,0
West Lake Hills,20200108,1,1,1,100.00%,1,0:00:00,0
(not set),20200109,2,2,2,0.00%,13.5,0:04:39,0
Los Angeles,20200109,2,2,2,50.00%,4,0:00:46,0
Sydney,20200109,1,0,1,0.00%,36,0:21:30,4
Cerritos,20200109,1,0,1,100.00%,1,0:00:00,0
San Francisco,20200109,1,1,1,0.00%,4,0:07:13,0
Colorado Springs,20200109,1,1,1,0.00%,8,0:16:37,1
Nampa,20200109,1,1,1,0.00%,6,0:02:07,0
Overland Park,20200109,1,1,1,0.00%,5,0:03:36,0
Shreveport,20200109,1,1,1,100.00%,1,0:00:00,0
Glens Falls,20200109,1,0,1,0.00%,20,0:26:25,1
New York,20200109,1,1,1,0.00%,2,0:00:05,0
Coventry,20200109,1,1,1,0.00%,2,0:00:08,0
Houston,20200109,1,1,1,0.00%,9,0:02:48,0
Heber City,20200109,1,0,1,0.00%,2,0:00:09,0
Park City,20200109,1,1,1,0.00%,7,0:01:15,0
Salt Lake City,20200109,1,1,1,0.00%,2,0:00:29,0
St. George,20200109,1,1,1,0.00%,3,0:02:34,0
Richford,20200109,1,1,1,0.00%,2,0:00:27,0
Mercer Island,20200109,1,1,1,100.00%,1,0:00:00,0
West Valley City,20200109,1,1,1,100.00%,1,0:00:00,0
Heber City,20200110,7,6,8,62.50%,1.75,0:02:06,0
Salt Lake City,20200110,5,5,5,60.00%,1.6,0:00:52,0
Los Angeles,20200110,4,4,4,50.00%,2.25,0:01:03,0
Orem,20200110,2,2,3,33.33%,2.67,0:01:36,0
(not set),20200110,1,1,1,0.00%,2,0:00:06,0
Vienna,20200110,1,1,1,100.00%,1,0:00:00,0
Cagayan de Oro,20200110,1,1,1,100.00%,1,0:00:00,0
Jacksonville Beach,20200110,1,1,1,0.00%,7,0:13:53,0
Roswell,20200110,1,1,1,0.00%,3,0:02:20,0
Chicago,20200110,1,1,1,0.00%,2,0:00:47,0
Alexandria,20200110,1,1,2,0.00%,2.5,0:00:35,0
Little Ferry,20200110,1,1,1,0.00%,4,0:00:33,0
Albany,20200110,1,1,1,0.00%,8,0:00:58,0
Cincinnati,20200110,1,1,1,0.00%,11,0:01:45,0
Bristol,20200110,1,1,1,0.00%,3,0:00:30,0
Charleston,20200110,1,0,1,0.00%,16,0:11:21,0
Nashville,20200110,1,1,1,0.00%,2,0:00:51,0
Houston,20200110,1,1,1,0.00%,8,0:04:55,0
Bountiful,20200110,1,1,1,100.00%,1,0:00:00,0
Midway,20200110,1,1,1,100.00%,1,0:00:00,0
South Jordan,20200110,1,0,2,100.00%,1,0:00:00,0
West Jordan,20200110,1,1,1,0.00%,3,0:01:21,0
Margate,20200110,1,1,1,0.00%,2,0:00:40,0
(not set),20200111,4,4,4,100.00%,1,0:00:00,0
Los Angeles,20200111,4,3,4,75.00%,1.25,0:00:01,0
Salt Lake City,20200111,4,4,4,0.00%,2.75,0:00:24,0
Heber City,20200111,3,3,4,75.00%,2.25,0:00:27,0
Brookhaven,20200111,3,3,3,66.67%,3.67,0:06:33,1
West Jordan,20200111,2,2,2,0.00%,4,0:00:57,0
Chula Vista,20200111,1,1,1,0.00%,3,0:06:24,0
Goleta,20200111,1,1,1,0.00%,2,0:00:14,0
Washington,20200111,1,1,1,0.00%,10,0:08:04,0
Fort Myers,20200111,1,1,1,0.00%,10,0:01:45,0
Carolina Beach,20200111,1,1,1,100.00%,1,0:00:00,0
Nashville,20200111,1,1,1,0.00%,8,0:09:02,0
Kamas,20200111,1,1,1,100.00%,1,0:00:00,0
South Jordan,20200111,1,1,1,0.00%,6,0:02:21,0
Cottonwood Heights,20200111,1,1,1,100.00%,1,0:00:00,0
Margate,20200111,1,0,2,50.00%,2.5,0:00:57,0
Roxbury Township,20200111,1,1,1,100.00%,1,0:00:00,0
Saratoga Springs,20200111,1,1,1,0.00%,4,0:26:03,0
Glenview,20200112,4,4,4,0.00%,13,0:21:15,5
Sydney,20200112,3,3,3,33.33%,6,0:01:48,0
Salt Lake City,20200112,3,3,4,50.00%,1.5,0:00:12,0
(not set),20200112,1,1,2,0.00%,5.5,0:01:09,0
Rio de Janeiro,20200112,1,1,1,0.00%,6,0:03:06,0
Zurich,20200112,1,1,1,100.00%,1,0:00:00,0
Roubaix,20200112,1,1,1,0.00%,2,0:00:13,0
Scottsdale,20200112,1,1,1,100.00%,1,0:00:00,0
Los Angeles,20200112,1,1,1,0.00%,3,0:00:21,0
Sacramento,20200112,1,1,1,100.00%,1,0:00:00,0
Miami,20200112,1,1,1,100.00%,1,0:00:00,0
Farmington,20200112,1,1,1,100.00%,1,0:00:00,0
Columbus,20200112,1,1,2,50.00%,2,0:00:32,0
Houston,20200112,1,1,1,0.00%,3,0:20:17,0
Alpine,20200112,1,1,1,0.00%,4,0:00:50,0
Brigham City,20200112,1,1,1,100.00%,1,0:00:00,0
Layton,20200112,1,1,1,0.00%,3,0:01:17,0
Lehi,20200112,1,1,1,0.00%,2,0:00:05,0
Logan,20200112,1,1,1,0.00%,6,0:00:54,0
Midway,20200112,1,1,1,0.00%,6,0:02:46,0
Seattle,20200112,1,1,1,0.00%,4,0:02:09,0
Van Buren Charter Township,20200112,1,1,1,0.00%,2,0:00:19,0
Los Angeles,20200113,3,3,3,33.33%,1.67,0:03:26,0
Fairfield,20200113,2,2,2,50.00%,2,0:02:22,0
Heber City,20200113,2,1,2,0.00%,7.5,0:01:22,0
Salt Lake City,20200113,2,2,5,20.00%,3.4,0:00:32,0
Gainesville,20200113,2,2,3,0.00%,13.33,0:15:47,0
(not set),20200113,1,1,1,0.00%,3,0:00:37,0
San Francisco,20200113,1,1,1,0.00%,2,0:00:44,0
San Jose,20200113,1,1,1,100.00%,1,0:00:00,0
Golden,20200113,1,1,1,100.00%,1,0:00:00,0
Jacksonville Beach,20200113,1,0,1,0.00%,2,0:00:05,0
Augusta,20200113,1,1,1,0.00%,2,0:00:25,0
Meridian,20200113,1,1,1,0.00%,5,0:06:13,0
Boston,20200113,1,1,1,0.00%,2,0:00:22,0
Olney,20200113,1,0,1,0.00%,14,0:13:32,2
Florham Park,20200113,1,0,1,100.00%,1,0:00:00,0
Saddle River,20200113,1,1,1,0.00%,3,0:13:39,0
North Kingstown,20200113,1,1,1,100.00%,1,0:00:00,0
Lehi,20200113,1,1,1,0.00%,2,0:00:08,0
Midway,20200113,1,0,1,100.00%,1,0:00:00,0
Park City,20200113,1,0,1,100.00%,1,0:00:00,0
Sandy,20200113,1,1,1,0.00%,2,0:00:05,0
South Jordan,20200113,1,0,4,75.00%,1.25,0:07:08,0
Alexandria,20200113,1,1,1,0.00%,9,0:01:55,0
Seattle,20200113,1,1,1,100.00%,1,0:00:00,0
Green Bay,20200113,1,1,1,0.00%,6,0:00:41,0
Herriman,20200113,1,1,3,33.33%,1.67,0:00:14,0
Londonderry,20200113,1,1,1,0.00%,3,0:00:30,0
Minnetrista,20200113,1,1,1,0.00%,5,0:01:18,0
Woodbourne,20200113,1,0,1,0.00%,14,0:31:33,0
(not set),20200114,5,5,5,40.00%,2.4,0:01:06,0
Los Angeles,20200114,4,2,4,25.00%,4,0:08:32,0
Grosshansdorf,20200114,3,3,3,100.00%,1,0:00:00,0
Dallas,20200114,3,2,4,0.00%,4.25,0:02:04,1
Scottsdale,20200114,2,1,2,50.00%,2,0:03:58,0
Charlotte,20200114,2,2,2,50.00%,2,0:00:30,0
Troy,20200114,2,1,4,75.00%,3,0:02:20,1
Austin,20200114,2,2,2,0.00%,3,0:00:11,0
Irvine,20200114,1,1,1,100.00%,1,0:00:00,0
Santa Clara,20200114,1,1,1,0.00%,3,0:00:21,0
Santa Rosa,20200114,1,1,1,0.00%,3,0:01:02,0
Aspen,20200114,1,0,1,100.00%,1,0:00:00,0
Westminster,20200114,1,1,1,100.00%,1,0:00:00,0
St. Petersburg,20200114,1,1,1,0.00%,2,0:00:14,0
West Des Moines,20200114,1,1,1,0.00%,2,0:00:44,0
Overland Park,20200114,1,1,1,0.00%,7,0:07:00,0
Wichita,20200114,1,1,1,0.00%,4,0:00:11,0
Parkville,20200114,1,0,1,0.00%,3,0:00:24,0
Minneapolis,20200114,1,1,1,0.00%,3,0:02:25,0
Mineola,20200114,1,1,1,100.00%,1,0:00:00,0
New York,20200114,1,1,1,0.00%,7,0:00:58,0
Fairfield,20200114,1,0,1,0.00%,2,0:00:10,0
Doylestown,20200114,1,0,1,100.00%,1,0:00:00,0
Houston,20200114,1,0,1,0.00%,30,0:12:08,0
Bountiful,20200114,1,1,1,0.00%,2,0:00:07,0
Grantsville,20200114,1,1,1,0.00%,2,0:00:19,0
Heber City,20200114,1,1,1,0.00%,2,0:00:07,0
Logan,20200114,1,1,1,100.00%,1,0:00:00,0
Midway,20200114,1,1,1,0.00%,2,0:01:50,0
South Jordan,20200114,1,1,1,0.00%,3,0:02:07,0
Gainesville,20200114,1,0,1,0.00%,8,0:05:30,1
Burlington,20200114,1,1,1,0.00%,2,0:00:05,0
Brookhaven,20200114,1,1,1,100.00%,1,0:00:00,0
Highland,20200114,1,1,1,0.00%,2,0:02:04,0
West Valley City,20200114,1,0,2,50.00%,2.5,0:00:28,0
Woodbourne,20200114,1,0,1,0.00%,8,0:21:55,1
Wyoming,20200114,1,1,1,0.00%,3,0:00:33,0
Los Angeles,20200115,4,1,4,50.00%,2.25,0:04:33,0
Salt Lake City,20200115,4,4,5,40.00%,2.6,0:02:56,0
New York,20200115,3,3,4,25.00%,8,0:01:37,0
(not set),20200115,2,2,2,100.00%,1,0:00:00,0
San Diego,20200115,2,2,2,50.00%,6,0:04:20,0
Chula Vista,20200115,1,1,1,0.00%,4,0:03:47,0
Washington,20200115,1,1,1,0.00%,3,0:01:51,0
Wilmington,20200115,1,1,1,0.00%,3,0:00:44,0
Chicago,20200115,1,1,1,100.00%,1,0:00:00,0
Notre Dame,20200115,1,1,1,0.00%,7,0:02:07,0
Boston,20200115,1,1,1,0.00%,2,0:00:07,0
Lexington,20200115,1,1,1,0.00%,2,0:00:15,0
Duluth,20200115,1,1,1,0.00%,5,0:01:25,0
St. Louis,20200115,1,1,1,0.00%,4,0:02:22,0
Charlotte,20200115,1,0,1,100.00%,1,0:00:00,0
Hoboken,20200115,1,1,1,100.00%,1,0:00:00,0
Stillwater,20200115,1,1,1,0.00%,2,0:00:06,0
Philadelphia,20200115,1,1,1,0.00%,7,0:00:41,0
Nashville,20200115,1,1,2,0.00%,2,0:00:10,0
Cedar Park,20200115,1,1,1,100.00%,1,0:00:00,0
Dallas,20200115,1,1,1,0.00%,5,0:00:43,0
Grantsville,20200115,1,0,1,100.00%,1,0:00:00,0
Heber City,20200115,1,1,1,0.00%,7,0:01:13,0
Lehi,20200115,1,1,1,100.00%,1,0:00:00,0
Logan,20200115,1,1,1,0.00%,2,0:00:17,0
Midway,20200115,1,1,1,0.00%,3,0:03:33,0
Orem,20200115,1,1,1,0.00%,3,0:01:08,0
Roosevelt,20200115,1,1,1,0.00%,13,0:04:09,0
Santaquin,20200115,1,1,1,0.00%,2,0:00:24,0
Boardman,20200115,1,1,1,100.00%,1,0:00:00,0
Snyderville,20200115,1,1,1,0.00%,3,0:08:30,0
(not set),20200116,2,2,2,100.00%,1,0:00:00,0
Los Angeles,20200116,2,2,2,0.00%,4,0:01:14,0
San Francisco,20200116,2,2,2,50.00%,2.5,0:00:39,0
San Jose,20200116,2,2,2,50.00%,15,0:05:53,1
Denver,20200116,2,2,2,0.00%,7,0:05:20,0
Lehi,20200116,2,2,2,0.00%,2,0:00:07,0
Salt Lake City,20200116,2,2,2,0.00%,2,0:00:16,0
Seattle,20200116,2,2,2,50.00%,2,0:00:06,0
El Monte,20200116,1,1,2,100.00%,1,0:00:00,0
San Diego,20200116,1,1,1,0.00%,2,0:01:46,0
Chicago,20200116,1,1,1,100.00%,1,0:00:00,0
Perrysburg,20200116,1,1,1,100.00%,1,0:00:00,0
Doylestown,20200116,1,0,1,0.00%,13,0:09:51,0
Philadelphia,20200116,1,1,2,50.00%,2,0:01:00,0
Houston,20200116,1,1,1,100.00%,1,0:00:00,0
American Fork,20200116,1,1,1,100.00%,1,0:00:00,0
