Browser,Device Category,Date,Sessions,Avg. Session Duration,Bounce Rate,Users,Pages / Session,Transactions
Chrome,tablet,20210105,1,0:00:16,0.00%,1,2,0
Safari,mobile,20210106,16,0:01:07,43.75%,15,2.19,1
Chrome,desktop,20210106,15,0:01:43,40.00%,15,2.93,1
Safari (in-app),mobile,20210106,5,0:01:01,20.00%,5,3,0
Chrome,mobile,20210106,2,0:00:16,50.00%,2,2,0
Chrome,tablet,20210106,1,0:02:02,0.00%,1,13,0
Firefox,desktop,20210106,1,0:02:29,0.00%,1,13,0
Internet Explorer,tablet,20210106,1,0:00:12,0.00%,1,2,0
Safari,desktop,20210106,1,0:00:00,100.00%,1,1,0
Samsung Internet,mobile,20210106,1,0:06:56,0.00%,1,6,0
Safari,mobile,20210107,18,0:00:37,55.56%,17,2.72,1
Chrome,desktop,20210107,12,0:00:37,16.67%,10,2.5,0
Chrome,mobile,20210107,7,0:01:27,28.57%,6,2,0
Edge,desktop,20210107,2,0:04:49,0.00%,2,7,0
Amazon Silk,tablet,20210107,1,0:00:23,0.00%,1,2,0
Firefox,desktop,20210107,1,0:00:31,0.00%,1,4,0
Mozilla Compatible Agent,desktop,20210107,1,0:00:00,100.00%,1,1,0
Safari,desktop,20210107,1,0:08:32,0.00%,1,24,0
Safari (in-app),mobile,20210107,1,0:00:10,0.00%,1,2,0
Samsung Internet,mobile,20210107,1,0:00:10,0.00%,1,2,0
Safari,mobile,20210108,14,0:02:09,42.86%,14,2.36,0
Chrome,desktop,20210108,6,0:00:04,66.67%,6,1.5,0
Chrome,mobile,20210108,5,0:04:05,80.00%,4,1.6,0
Safari (in-app),mobile,20210108,4,0:00:08,50.00%,4,2.25,0
Edge,desktop,20210108,2,0:08:07,50.00%,2,6,1
Firefox,desktop,20210108,1,0:00:00,100.00%,1,1,0
Internet Explorer,desktop,20210108,1,0:00:00,100.00%,1,1,0
Safari,desktop,20210108,1,0:00:18,0.00%,1,2,0
Safari,tablet,20210108,1,0:00:35,0.00%,1,2,0
Samsung Internet,mobile,20210108,1,0:00:00,100.00%,1,1,0
Safari,mobile,20210109,21,0:06:46,28.57%,18,2.29,0
Safari,desktop,20210109,5,0:00:21,0.00%,5,2.8,0
Chrome,mobile,20210109,4,0:02:46,25.00%,4,3.5,0
Chrome,desktop,20210109,3,0:00:02,66.67%,3,1.33,0
Firefox,desktop,20210109,2,0:00:03,50.00%,2,1.5,0
Safari (in-app),mobile,20210109,1,0:00:06,0.00%,1,2,0
Chrome,desktop,20210110,18,0:01:19,22.22%,18,3.06,0
Safari,mobile,20210110,16,0:01:02,43.75%,13,2.44,0
Safari,desktop,20210110,9,0:05:13,11.11%,6,5.56,2
Chrome,mobile,20210110,4,0:00:23,75.00%,4,1.5,0
Firefox,desktop,20210110,4,0:07:07,25.00%,4,7.5,1
Safari (in-app),mobile,20210110,3,0:00:08,33.33%,3,1.67,0
Chrome,tablet,20210110,1,0:00:36,0.00%,1,3,0
Safari,mobile,20210111,18,0:01:33,27.78%,13,2.44,0
Chrome,desktop,20210111,10,0:02:06,20.00%,9,3.3,0
Chrome,mobile,20210111,6,0:03:21,33.33%,5,6.67,1
Safari,desktop,20210111,6,0:00:09,33.33%,6,2,0
Edge,desktop,20210111,3,0:09:46,33.33%,3,3.67,0
Safari,tablet,20210111,1,0:00:30,0.00%,1,2,0
Safari (in-app),mobile,20210111,1,0:00:39,0.00%,1,3,0
Chrome,desktop,20210112,17,0:02:23,17.65%,16,4,0
Safari,mobile,20210112,16,0:00:51,43.75%,13,2.88,0
Edge,desktop,20210112,2,0:18:45,0.00%,2,8.5,1
Safari,desktop,20210112,2,0:00:04,50.00%,2,1.5,0
Safari (in-app),mobile,20210112,2,0:00:51,0.00%,2,6,0
Samsung Internet,mobile,20210112,2,0:03:16,0.00%,2,3,0
Chrome,mobile,20210112,1,0:15:34,0.00%,1,7,0
UC Browser,mobile,20210112,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20210113,22,0:02:20,40.91%,22,4.45,2
Safari,mobile,20210113,14,0:00:29,28.57%,14,2.57,0
Edge,desktop,20210113,11,0:01:21,81.82%,10,1.18,0
Chrome,mobile,20210113,6,0:05:46,33.33%,5,6.83,1
Firefox,desktop,20210113,6,0:00:00,100.00%,6,1,0
Safari,desktop,20210113,6,0:01:36,0.00%,5,3.83,1
Samsung Internet,mobile,20210113,1,0:28:08,0.00%,1,6,0
Safari,mobile,20210114,15,0:00:54,20.00%,13,3.2,1
Chrome,desktop,20210114,14,0:06:24,42.86%,12,8.36,0
Chrome,mobile,20210114,6,0:02:53,66.67%,5,7,3
Edge,desktop,20210114,3,0:01:20,66.67%,3,1.33,0
Safari (in-app),mobile,20210114,2,0:00:15,50.00%,2,2.5,0
Firefox,desktop,20210114,1,0:01:15,0.00%,1,9,0
Internet Explorer,desktop,20210114,1,0:00:32,0.00%,1,3,0
Safari,desktop,20210114,1,0:25:53,0.00%,1,16,0
Samsung Internet,mobile,20210114,1,0:00:54,0.00%,1,4,0
Chrome,desktop,20210115,10,0:01:03,40.00%,10,2.8,0
Safari,mobile,20210115,7,0:03:56,28.57%,4,2.29,0
Chrome,mobile,20210115,4,0:00:12,75.00%,3,1.5,0
Firefox,desktop,20210115,4,0:00:09,50.00%,3,1.75,0
Android Browser,mobile,20210115,2,0:00:00,100.00%,2,1,0
Edge,desktop,20210115,2,0:00:05,50.00%,2,1.5,0
Safari,desktop,20210115,2,0:04:09,0.00%,2,6,1
Safari (in-app),mobile,20210115,1,0:01:48,0.00%,1,3,0
Safari,mobile,20210116,22,0:01:10,36.36%,19,3.27,0
Chrome,mobile,20210116,7,0:03:48,28.57%,6,2.29,0
Chrome,desktop,20210116,5,0:03:02,40.00%,5,5.2,0
Safari,desktop,20210116,4,0:00:17,0.00%,4,2.5,0
Safari (in-app),mobile,20210116,4,0:00:51,0.00%,4,4.25,0
Mozilla Compatible Agent,desktop,20210116,3,0:00:10,66.67%,3,6.33,0
Edge,desktop,20210116,1,0:00:00,100.00%,1,1,0
Samsung Internet,mobile,20210116,1,0:00:00,100.00%,1,1,0
Safari,mobile,20210117,22,0:02:53,27.27%,21,4.45,3
Chrome,desktop,20210117,18,0:02:58,66.67%,17,4,1
Chrome,mobile,20210117,6,0:00:55,16.67%,5,2.83,0
Safari,desktop,20210117,4,0:01:06,50.00%,3,1.5,0
Safari (in-app),mobile,20210117,3,0:00:21,0.00%,3,3,0
Edge,desktop,20210117,2,0:00:25,0.00%,1,2,0
Samsung Internet,mobile,20210117,2,0:00:56,0.00%,2,2,0
Firefox,desktop,20210117,1,0:00:00,100.00%,1,1,0
Mozilla Compatible Agent,desktop,20210117,1,0:00:09,0.00%,1,2,0
Safari,mobile,20210118,16,0:01:33,43.75%,15,2.81,1
Chrome,desktop,20210118,13,0:02:38,23.08%,10,3.92,0
Chrome,mobile,20210118,6,0:07:42,66.67%,6,4.17,0
Safari,desktop,20210118,2,0:04:50,0.00%,2,2.5,0
Safari (in-app),mobile,20210118,2,0:00:03,50.00%,2,1.5,0
Edge,desktop,20210118,1,0:00:10,0.00%,1,2,0
Chrome,desktop,20210119,11,0:02:42,18.18%,11,3.64,0
Safari,mobile,20210119,8,0:01:36,25.00%,7,4.12,0
Safari (in-app),mobile,20210119,6,0:00:24,16.67%,6,3,0
Chrome,mobile,20210119,2,0:01:00,0.00%,2,4.5,0
Safari,desktop,20210119,2,0:00:46,0.00%,2,5,0
Firefox,desktop,20210119,1,0:00:00,0.00%,1,2,0
Safari,mobile,20210120,15,0:01:29,60.00%,14,1.93,0
Chrome,desktop,20210120,10,0:00:38,30.00%,10,2.7,0
Safari,desktop,20210120,8,0:01:32,12.50%,6,4,0
Edge,desktop,20210120,3,0:00:12,33.33%,3,2,0
Chrome,mobile,20210120,2,0:00:41,0.00%,2,3,0
Mozilla Compatible Agent,desktop,20210120,2,0:00:00,100.00%,2,1,0
Firefox,desktop,20210120,1,0:00:22,0.00%,1,3,0
Samsung Internet,mobile,20210120,1,0:01:14,0.00%,1,3,0
Safari,mobile,20210121,19,0:01:55,10.53%,14,4.95,0
Chrome,desktop,20210121,9,0:01:58,11.11%,9,4,0
Edge,desktop,20210121,2,0:00:06,50.00%,1,1.5,0
Safari,desktop,20210121,2,0:00:14,50.00%,2,1.5,0
Chrome,mobile,20210121,1,0:00:07,0.00%,1,2,0
Internet Explorer,desktop,20210121,1,0:43:41,0.00%,1,8,0
Safari,mobile,20210122,17,0:03:35,41.18%,15,2.94,1
Chrome,desktop,20210122,12,0:01:09,41.67%,12,3.58,0
Chrome,mobile,20210122,2,0:00:11,50.00%,2,3,0
Firefox,desktop,20210122,1,0:00:00,100.00%,1,1,0
Internet Explorer,desktop,20210122,1,0:00:00,100.00%,1,1,0
Safari,desktop,20210122,1,0:00:00,100.00%,1,1,0
Safari (in-app),mobile,20210122,1,0:00:18,0.00%,1,2,0
Safari,mobile,20210123,22,0:01:56,36.36%,21,3.32,1
Chrome,desktop,20210123,7,0:04:19,14.29%,7,6.86,2
Chrome,mobile,20210123,3,0:00:27,33.33%,3,2.33,0
Edge,desktop,20210123,1,0:01:57,0.00%,1,3,0
Mozilla Compatible Agent,desktop,20210123,1,0:00:00,100.00%,1,1,0
Safari,desktop,20210123,1,0:16:37,0.00%,1,20,0
Safari,tablet,20210123,1,0:00:09,0.00%,1,2,0
Safari (in-app),mobile,20210123,1,0:00:05,0.00%,1,2,0
Samsung Internet,tablet,20210123,1,0:02:23,0.00%,1,4,0
Safari,mobile,20210124,19,0:01:42,52.63%,15,2.95,3
Safari,desktop,20210124,10,0:06:31,10.00%,9,7.8,4
Chrome,desktop,20210124,7,0:00:05,57.14%,7,1.43,0
Chrome,mobile,20210124,3,0:00:39,33.33%,3,3.33,0
Edge,desktop,20210124,2,0:03:33,0.00%,2,5.5,1
Safari (in-app),mobile,20210124,2,0:00:34,0.00%,2,3,0
e.ventures Investment Crawler,desktop,20210124,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20210125,23,0:01:03,26.09%,20,2.61,0
Safari,mobile,20210125,9,0:00:10,44.44%,9,1.56,0
Chrome,mobile,20210125,5,0:00:41,20.00%,4,3,0
Safari,desktop,20210125,4,0:07:19,50.00%,4,8.75,3
Safari (in-app),mobile,20210125,4,0:00:53,0.00%,4,4,0
Edge,desktop,20210125,3,0:05:22,33.33%,3,4.33,1
Firefox,desktop,20210125,2,0:22:19,0.00%,2,16,1
Samsung Internet,mobile,20210125,1,0:00:00,100.00%,1,1,0
Safari,mobile,20210126,19,0:04:52,15.79%,17,3.58,2
Chrome,desktop,20210126,13,0:02:13,38.46%,11,5.46,3
Safari,desktop,20210126,10,0:00:11,30.00%,10,1.9,0
Chrome,mobile,20210126,3,0:00:07,33.33%,3,2,0
Edge,desktop,20210126,2,0:00:15,0.00%,2,2.5,0
Chrome,tablet,20210126,1,0:06:54,0.00%,1,13,1
Chrome,desktop,20210127,23,0:04:24,21.74%,23,5.83,3
Safari,mobile,20210127,21,0:03:36,38.10%,17,3.76,1
Chrome,mobile,20210127,4,0:04:10,0.00%,4,4.25,0
Safari (in-app),mobile,20210127,2,0:00:21,0.00%,2,3,0
Chrome,tablet,20210127,1,0:00:09,0.00%,1,2,0
Firefox,desktop,20210127,1,0:01:46,0.00%,1,7,0
Safari,desktop,20210127,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20210128,24,0:04:29,33.33%,20,4.5,2
Safari,mobile,20210128,13,0:02:38,38.46%,11,3,0
Edge,desktop,20210128,6,0:02:30,16.67%,6,4,0
UC Browser,mobile,20210128,2,0:00:00,100.00%,2,1,0
Chrome,mobile,20210128,1,0:06:55,0.00%,1,14,1
Safari,desktop,20210128,1,0:01:30,0.00%,1,4,0
Safari (in-app),mobile,20210128,1,0:00:00,100.00%,1,1,0
Samsung Internet,mobile,20210128,1,0:00:13,0.00%,1,3,0
Safari,mobile,20210129,24,0:00:48,33.33%,18,3.04,2
Safari,desktop,20210129,8,0:08:23,0.00%,7,7.88,1
Chrome,desktop,20210129,7,0:08:25,14.29%,7,6.29,2
Chrome,mobile,20210129,3,0:01:48,33.33%,3,6.67,0
Safari (in-app),mobile,20210129,2,0:00:56,0.00%,2,4.5,0
Edge,desktop,20210129,1,0:01:40,0.00%,1,5,0
Samsung Internet,tablet,20210129,1,0:01:10,0.00%,1,3,0
Safari,mobile,20210130,16,0:01:06,31.25%,14,2.44,0
Chrome,desktop,20210130,10,0:00:34,40.00%,10,2.6,0
Chrome,mobile,20210130,6,0:00:35,33.33%,5,2.33,0
Safari,desktop,20210130,1,0:00:00,100.00%,1,1,0
Safari (in-app),mobile,20210130,1,0:00:06,0.00%,1,2,0
UC Browser,mobile,20210130,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20210131,8,0:02:02,50.00%,8,2.25,0
Chrome,mobile,20210131,7,0:06:32,0.00%,5,6.57,0
Safari,desktop,20210131,7,0:08:46,42.86%,5,8.86,1
Safari,mobile,20210131,7,0:02:41,42.86%,7,2.86,1
Edge,desktop,20210131,3,0:00:48,0.00%,2,3,0
Safari (in-app),mobile,20210131,2,0:02:49,0.00%,2,3.5,0
Android Webview,mobile,20210131,1,0:01:17,0.00%,1,4,0
Chrome,desktop,20210201,21,0:01:46,19.05%,20,3.29,0
Safari,mobile,20210201,17,0:01:20,35.29%,15,3,1
Safari,desktop,20210201,9,0:01:19,22.22%,7,2.78,0
Chrome,mobile,20210201,4,0:00:36,25.00%,4,3.25,0
Edge,desktop,20210201,3,0:00:48,33.33%,3,4,0
Safari,tablet,20210201,3,0:02:43,33.33%,3,4.67,1
Samsung Internet,mobile,20210201,2,0:00:01,50.00%,1,1.5,0
Safari,mobile,20210202,16,0:02:51,25.00%,14,7.44,5
Chrome,desktop,20210202,11,0:06:02,9.09%,10,5.73,2
Chrome,mobile,20210202,7,0:00:39,14.29%,6,2.71,0
Safari,desktop,20210202,5,0:03:30,0.00%,4,9.2,3
Mozilla Compatible Agent,desktop,20210202,3,0:00:11,66.67%,3,6.33,0
Safari (in-app),mobile,20210202,2,0:00:16,0.00%,2,2,0
UC Browser,mobile,20210202,2,0:00:00,100.00%,2,1,0
Android Webview,mobile,20210202,1,0:00:00,100.00%,1,1,0
Edge,desktop,20210202,1,0:00:17,0.00%,1,2,0
Firefox,desktop,20210202,1,0:06:34,0.00%,1,6,0
Chrome,desktop,20210203,15,0:06:31,13.33%,14,5.67,2
Safari,mobile,20210203,10,0:00:27,50.00%,9,2.2,0
Safari,desktop,20210203,2,0:00:15,50.00%,2,2,0
Safari (in-app),mobile,20210203,2,0:00:11,0.00%,2,2.5,0
Samsung Internet,mobile,20210203,2,0:01:28,50.00%,2,3.5,0
Android Webview,mobile,20210203,1,0:00:00,100.00%,1,1,0
Chrome,mobile,20210203,1,0:01:23,0.00%,1,5,0
Edge,desktop,20210203,1,0:00:00,100.00%,1,1,0
Firefox,desktop,20210203,1,0:00:21,0.00%,1,3,0
Chrome,desktop,20210204,16,0:04:50,50.00%,14,6.69,7
Safari,mobile,20210204,10,0:01:12,30.00%,9,3.3,0
Safari,desktop,20210204,6,0:01:41,33.33%,5,3.83,1
Chrome,mobile,20210204,4,0:00:47,0.00%,3,5,0
Firefox,desktop,20210204,1,0:02:30,0.00%,1,3,0
Mozilla Compatible Agent,desktop,20210204,1,0:00:09,0.00%,1,2,0
Safari (in-app),mobile,20210204,1,0:00:21,0.00%,1,3,0
Safari,mobile,20210205,17,0:02:23,23.53%,16,3.41,0
Chrome,desktop,20210205,16,0:05:53,25.00%,16,5.75,1
Safari,desktop,20210205,6,0:01:59,16.67%,6,2.83,0
Chrome,mobile,20210205,3,0:00:08,0.00%,3,2,0
Safari (in-app),mobile,20210205,3,0:00:04,33.33%,3,1.67,0
Edge,desktop,20210205,2,0:05:46,0.00%,2,13,0
Firefox,desktop,20210205,2,0:00:00,100.00%,2,1,0
Samsung Internet,mobile,20210205,1,0:00:42,0.00%,1,5,0
Safari,mobile,20210206,17,0:01:05,52.94%,16,2.47,0
Chrome,mobile,20210206,5,0:02:07,20.00%,5,2.8,0
Safari,desktop,20210206,5,0:02:53,20.00%,5,4.2,1
Chrome,desktop,20210206,4,0:04:38,0.00%,4,4.75,0
Safari (in-app),mobile,20210206,3,0:01:44,0.00%,3,3,0
Amazon Silk,tablet,20210206,1,0:00:25,0.00%,1,3,0
Android Webview,mobile,20210206,1,0:01:26,0.00%,1,3,0
Edge,desktop,20210206,1,0:00:00,100.00%,1,1,0
Firefox,desktop,20210206,1,0:00:08,0.00%,1,2,0
Samsung Internet,mobile,20210206,1,0:00:00,100.00%,1,1,0
UC Browser,mobile,20210206,1,0:00:00,100.00%,1,1,0
Safari,mobile,20210207,28,0:02:28,32.14%,22,4.07,2
Chrome,desktop,20210207,10,0:00:58,50.00%,10,3,0
Safari,desktop,20210207,5,0:08:29,0.00%,4,7.8,3
Chrome,mobile,20210207,4,0:00:22,75.00%,4,1.5,0
Safari (in-app),mobile,20210207,3,0:00:04,33.33%,3,1.67,0
Chrome,desktop,20210208,25,0:02:10,36.00%,21,3.36,1
Safari,mobile,20210208,20,0:00:52,35.00%,15,3.1,0
Safari,desktop,20210208,15,0:06:24,20.00%,12,7.8,9
Safari (in-app),mobile,20210208,3,0:00:13,66.67%,2,1.33,0
UC Browser,mobile,20210208,2,0:00:00,100.00%,2,1,0
Chrome,mobile,20210208,1,0:00:14,0.00%,1,2,0
Firefox,desktop,20210208,1,0:02:26,0.00%,1,3,0
Chrome,desktop,20210209,17,0:01:04,41.18%,16,3.24,0
Safari,mobile,20210209,10,0:01:07,50.00%,9,2.8,1
Safari,desktop,20210209,7,0:01:12,14.29%,7,3.29,1
Chrome,mobile,20210209,5,0:01:03,20.00%,5,2.4,0
Edge,desktop,20210209,2,0:04:20,0.00%,2,6,1
Firefox,desktop,20210209,1,0:00:00,100.00%,1,1,0
Safari (in-app),mobile,20210209,1,0:00:00,100.00%,1,1,0
Samsung Internet,mobile,20210209,1,0:00:12,0.00%,1,2,0
Chrome,desktop,20210210,24,0:04:47,33.33%,22,6.83,1
Safari,mobile,20210210,20,0:02:14,30.00%,16,4.2,0
Chrome,mobile,20210210,8,0:00:48,37.50%,7,3.25,0
Safari,desktop,20210210,5,0:04:18,40.00%,4,6.2,2
Edge,desktop,20210210,3,0:06:10,33.33%,2,4.33,1
Mozilla Compatible Agent,desktop,20210210,2,0:00:00,100.00%,2,1,0
Safari,tablet,20210210,2,0:00:00,100.00%,1,1,0
Samsung Internet,mobile,20210210,2,0:00:57,50.00%,1,1.5,0
Firefox,desktop,20210210,1,0:01:13,0.00%,1,5,0
Chrome,desktop,20210211,28,0:03:39,42.86%,24,3.71,3
Safari,mobile,20210211,17,0:01:18,41.18%,14,2.47,0
Safari,desktop,20210211,4,0:02:58,25.00%,4,4.25,1
Edge,desktop,20210211,3,0:11:00,0.00%,3,15.67,3
Safari (in-app),mobile,20210211,3,0:00:14,33.33%,3,1.67,0
Chrome,mobile,20210211,2,0:00:56,0.00%,2,5.5,0
UC Browser,mobile,20210211,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20210212,20,0:03:49,40.00%,18,4.15,4
Safari,mobile,20210212,13,0:01:54,30.77%,12,4,0
Chrome,mobile,20210212,8,0:00:50,12.50%,8,3.25,0
Samsung Internet,mobile,20210212,5,0:03:21,20.00%,4,11.8,1
Safari,desktop,20210212,4,0:05:47,25.00%,4,4.5,1
Safari (in-app),mobile,20210212,4,0:00:34,25.00%,4,4,0
Internet Explorer,desktop,20210212,3,0:07:17,33.33%,3,3,0
Safari,mobile,20210213,34,0:01:40,50.00%,31,2.94,2
Chrome,desktop,20210213,14,0:02:51,50.00%,12,3.29,0
Chrome,mobile,20210213,10,0:00:40,50.00%,8,2.4,1
Safari,desktop,20210213,5,0:04:23,40.00%,5,10.4,1
Safari (in-app),mobile,20210213,5,0:00:46,20.00%,5,2.6,0
Edge,desktop,20210213,1,0:00:00,100.00%,1,1,0
Internet Explorer,desktop,20210213,1,0:00:00,100.00%,1,1,0
Safari,mobile,20210214,17,0:03:06,41.18%,15,3.65,2
Chrome,desktop,20210214,10,0:04:45,50.00%,10,7,3
Chrome,mobile,20210214,9,0:02:37,33.33%,8,2.67,0
Safari,desktop,20210214,7,0:05:38,14.29%,7,6.43,0
Edge,desktop,20210214,4,0:10:50,0.00%,3,14.25,0
Firefox,desktop,20210214,4,0:05:18,25.00%,2,14.75,2
Safari,mobile,20210215,21,0:01:57,57.14%,18,3.57,2
Chrome,desktop,20210215,20,0:01:54,65.00%,20,3.3,4
Firefox,desktop,20210215,8,0:00:05,87.50%,8,1.38,0
Safari,desktop,20210215,8,0:06:22,25.00%,8,7.88,2
Edge,desktop,20210215,7,0:01:24,57.14%,6,4.71,1
Chrome,mobile,20210215,4,0:01:43,25.00%,4,3.75,0
Safari (in-app),mobile,20210215,3,0:00:21,66.67%,3,1.67,0
UC Browser,mobile,20210215,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20210216,27,0:04:55,37.04%,24,5.22,3
Safari,mobile,20210216,19,0:01:08,42.11%,17,4.05,0
Safari,desktop,20210216,10,0:04:52,30.00%,8,4.5,2
Chrome,mobile,20210216,9,0:01:51,44.44%,7,5.89,0
Firefox,desktop,20210216,5,0:16:59,60.00%,4,6,0
Edge,desktop,20210216,3,0:09:23,0.00%,2,8,1
Safari,tablet,20210216,3,0:03:39,0.00%,3,5.67,0
Safari (in-app),mobile,20210216,2,0:00:00,100.00%,2,1,0
Samsung Internet,mobile,20210216,2,0:00:24,50.00%,2,5,0
Chrome,tablet,20210216,1,0:00:22,0.00%,1,3,0
Mozilla Compatible Agent,desktop,20210216,1,0:00:00,100.00%,1,1,0
Safari,mobile,20210217,23,0:03:14,52.17%,22,2.96,1
Chrome,desktop,20210217,16,0:01:47,43.75%,14,3.94,2
Firefox,desktop,20210217,10,0:04:44,40.00%,10,3.8,1
Chrome,mobile,20210217,5,0:00:25,60.00%,5,2.4,0
Safari,desktop,20210217,3,0:00:27,0.00%,3,3,0
Android Webview,mobile,20210217,2,0:00:29,50.00%,2,3,0
Internet Explorer,desktop,20210217,1,0:00:00,100.00%,1,1,0
Safari (in-app),mobile,20210217,1,0:00:00,100.00%,1,1,0
Safari,mobile,20210218,29,0:01:15,17.24%,24,4.83,1
Chrome,desktop,20210218,15,0:02:48,53.33%,15,4.2,1
Chrome,mobile,20210218,8,0:05:08,12.50%,6,5.62,0
Safari (in-app),mobile,20210218,3,0:02:03,0.00%,3,6,0
Edge,desktop,20210218,2,0:00:00,100.00%,2,1,0
Safari,desktop,20210218,2,0:03:08,0.00%,2,4.5,0
Chrome,tablet,20210218,1,0:02:02,0.00%,1,4,0
Safari,mobile,20210219,20,0:01:14,35.00%,17,3.3,1
Chrome,desktop,20210219,8,0:00:35,50.00%,8,3,0
Chrome,mobile,20210219,8,0:02:26,50.00%,7,4.25,0
Safari,desktop,20210219,6,0:02:31,0.00%,5,5.33,1
Safari,tablet,20210219,4,0:00:29,50.00%,4,2,0
Edge,desktop,20210219,2,0:08:16,0.00%,1,7.5,3
Chrome,tablet,20210219,1,0:01:29,0.00%,1,3,0
Samsung Internet,mobile,20210219,1,0:00:00,100.00%,1,1,0
UC Browser,mobile,20210219,1,0:00:00,100.00%,1,1,0
Safari,mobile,20210220,24,0:02:24,41.67%,23,4.04,3
Chrome,desktop,20210220,11,0:03:50,27.27%,11,4.73,1
Safari,desktop,20210220,3,0:00:38,0.00%,3,2.33,0
Chrome,mobile,20210220,1,0:00:35,0.00%,1,2,0
Chrome,tablet,20210220,1,0:01:59,0.00%,1,6,0
Edge,desktop,20210220,1,0:00:00,100.00%,1,1,0
Safari (in-app),mobile,20210220,1,0:00:00,100.00%,1,1,0
Samsung Internet,mobile,20210220,1,0:00:00,100.00%,1,1,0
Safari,mobile,20210221,16,0:01:00,43.75%,16,3.44,0
Chrome,mobile,20210221,12,0:02:23,8.33%,10,6.83,0
Chrome,desktop,20210221,9,0:04:23,44.44%,9,6.44,3
Safari,desktop,20210221,4,0:01:46,25.00%,4,4.25,0
Samsung Internet,mobile,20210221,4,0:01:19,50.00%,4,4,0
Chrome,tablet,20210221,2,0:02:50,50.00%,2,3,0
Edge,desktop,20210221,2,0:00:16,50.00%,2,3,0
Firefox,desktop,20210221,1,0:00:39,0.00%,1,2,0
Safari,tablet,20210221,1,0:00:00,100.00%,1,1,0
Chrome,desktop,20210222,22,0:02:07,36.36%,22,4.59,1
Safari,mobile,20210222,15,0:01:11,33.33%,12,2.4,3
Safari,desktop,20210222,5,0:03:10,20.00%,5,3.8,1
Chrome,mobile,20210222,2,0:00:00,100.00%,2,1,0
Edge,desktop,20210222,1,0:00:35,0.00%,1,4,0
Firefox,desktop,20210222,1,0:00:00,100.00%,1,1,0
Safari (in-app),mobile,20210222,1,0:01:10,0.00%,1,5,0
Chrome,desktop,20210223,18,0:02:39,33.33%,15,3.89,2
Chrome,mobile,20210223,7,0:01:39,57.14%,5,5.57,0
Safari,mobile,20210223,7,0:02:19,42.86%,7,4.57,1
Firefox,desktop,20210223,3,0:01:24,66.67%,3,2.33,0
Safari,desktop,20210223,3,0:04:22,33.33%,2,4.33,0
Edge,desktop,20210223,2,0:00:00,100.00%,2,1,0
Samsung Internet,mobile,20210223,2,0:00:35,50.00%,2,2,0
Chrome,tablet,20210223,1,0:01:56,0.00%,1,18,0
Safari,tablet,20210223,1,0:00:00,100.00%,1,1,0
Safari (in-app),mobile,20210223,1,0:00:00,100.00%,1,1,0
UC Browser,mobile,20210223,1,0:00:00,100.00%,1,1,0
YelpWebView,mobile,20210223,1,0:02:00,0.00%,1,6,0
Chrome,desktop,20210224,23,0:03:30,17.39%,20,6.83,6
Safari,mobile,20210224,21,0:02:21,28.57%,17,4.38,1
Safari,desktop,20210224,5,0:06:57,20.00%,5,7.8,4
Chrome,mobile,20210224,4,0:01:03,25.00%,4,2.75,0
Safari (in-app),mobile,20210224,4,0:00:15,25.00%,4,1.75,0
Safari,tablet,20210224,3,0:02:25,33.33%,3,4.33,1
Edge,desktop,20210224,2,0:00:45,50.00%,2,5,0
Chrome,tablet,20210224,1,0:00:00,100.00%,1,1,0
Samsung Internet,mobile,20210224,1,0:00:40,0.00%,1,2,0
Safari,mobile,20210225,21,0:01:28,38.10%,18,3.19,2
Chrome,desktop,20210225,16,0:00:38,43.75%,14,2.38,1
Safari,desktop,20210225,4,0:00:29,75.00%,4,3.5,0
Chrome,mobile,20210225,3,0:05:45,33.33%,3,6.67,1
Firefox,desktop,20210225,3,0:01:14,33.33%,3,2.67,0
Safari (in-app),mobile,20210225,3,0:00:40,33.33%,3,3.33,0
Edge,desktop,20210225,2,0:02:59,0.00%,2,11.5,0
Safari,tablet,20210225,1,0:01:14,0.00%,1,3,0
Safari,mobile,20210226,23,0:01:38,43.48%,22,3.52,2
Chrome,desktop,20210226,16,0:04:49,25.00%,16,5.56,5
Chrome,mobile,20210226,9,0:00:49,44.44%,8,6.56,0
Safari,desktop,20210226,6,0:03:06,33.33%,6,3,1
Internet Explorer,desktop,20210226,3,0:00:01,66.67%,1,1.33,0
Safari (in-app),mobile,20210226,2,0:00:21,0.00%,2,2.5,0
Firefox,desktop,20210226,1,0:00:00,100.00%,1,1,0
Safari,mobile,20210227,9,0:00:08,44.44%,9,1.89,0
Chrome,desktop,20210227,6,0:00:55,33.33%,5,3.5,1
Chrome,mobile,20210227,5,0:04:48,60.00%,5,4,1
Safari,desktop,20210227,4,0:03:02,25.00%,4,5,1
UC Browser,mobile,20210227,3,0:00:00,100.00%,3,1,0
Safari (in-app),mobile,20210227,2,0:00:36,0.00%,2,2.5,0
Edge,desktop,20210227,1,0:00:09,0.00%,1,2,0
Safari,mobile,20210228,13,0:00:45,15.38%,13,3.08,0
